genome,GC,species,GRiD,Species_heterogeneity,Coverage,ids,id,group
GCF_000239715.1_Actinomyces_sp_F0330_V1_genomic,GCF_000239715,Actinomyces sp,2.31,0.16017316,0.684,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000239715.1_Actinomyces_sp_F0330_V1_genomic,GCF_000239715,Actinomyces sp,2.01,0.139303483,11.548,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000239715.1_Actinomyces_sp_F0330_V1_genomic,GCF_000239715,Actinomyces sp,2.64,0.208333333,0.358,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000239715.1_Actinomyces_sp_F0330_V1_genomic,GCF_000239715,Actinomyces sp,2.44,0.168032787,0.583,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.66,0.13253012,25.285,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.46,0.123287671,29.326,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,2.55,0.403921569,5.403,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.55,0.341935484,0.381,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,2.59,0.428571429,3.066,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,2.75,0.407272727,1.004,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,2.67,0.434456929,0.249,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.21,0.082644628,4.873,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,2.11,0.308056872,0.464,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.8,0.25,0.753,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,3,0.473333333,0.317,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.85,0.286486486,0.382,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,2.09,0.344497608,0.919,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.4,0.185714286,0.768,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.78,0.213483146,0.901,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.31,0.198473282,1.591,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.76,0.409090909,2.602,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,2.05,0.473170732,0.434,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,2.35,0.442553191,0.422,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,2.7,0.42962963,0.412,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.81,0.436464088,0.324,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.45,0.179310345,1.791,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000242235.1_Lach_bact_ACC2_V1_genomic,GCF_000242235,Stomatobaculum longum,1.33,0.15037594,0.773,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000242335.1_ASM24233v3_genomic,GCF_000242335,Prevotella dentalis,1,0,1.363,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000242335.1_ASM24233v3_genomic,GCF_000242335,Prevotella dentalis,1,0,0.302,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000242335.1_ASM24233v3_genomic,GCF_000242335,Prevotella dentalis,1,0,0.22,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000242335.1_ASM24233v3_genomic,GCF_000242335,Prevotella dentalis,1.35,0.222222222,0.416,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000242335.1_ASM24233v3_genomic,GCF_000242335,Prevotella dentalis,1.43,0.300699301,0.272,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000242335.1_ASM24233v3_genomic,GCF_000242335,Prevotella dentalis,1,0,0.615,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000242335.1_ASM24233v3_genomic,GCF_000242335,Prevotella dentalis,1,0,0.28,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000242335.1_ASM24233v3_genomic,GCF_000242335,Prevotella dentalis,1,0,0.228,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,2.53,0.351778656,4.781,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,1.89,0.375661376,4.575,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,2.85,0.385964912,1.756,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,1.99,0.432160804,0.537,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,1,0,0.201,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,3.2,0.453125,0.225,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,2.25,0.404444444,0.581,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,2.67,0.441947566,0.355,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,2.87,0.404181185,0.772,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,1.84,0.418478261,0.341,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,2.38,0.428571429,0.547,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,1.85,0.356756757,0.519,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,2.29,0.406113537,0.495,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,3.02,0.400662252,0.559,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,2.05,0.370731707,0.513,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000242675.1_Euba_infi_F0142_V1_genomic,GCF_000242675,Eubacterium infirmum,2.69,0.36802974,1.995,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,1.178,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,2.527,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.261,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.251,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.492,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.207,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.288,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.915,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1.4,0.285714286,0.397,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.969,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.232,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.352,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,1.388,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.212,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.303,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000243015.1_Prev_macu_OT_289_V1_genomic,GCF_000243015,Prevotella maculosa,1,0,0.688,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000243035.1_Prev_mica_F0438_V1_genomic,GCF_000243035,Prevotella micans,1,0,0.762,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000243035.1_Prev_mica_F0438_V1_genomic,GCF_000243035,Prevotella micans,1,0,0.323,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000243035.1_Prev_mica_F0438_V1_genomic,GCF_000243035,Prevotella micans,1,0,0.26,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000243035.1_Prev_mica_F0438_V1_genomic,GCF_000243035,Prevotella micans,1,0,0.321,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000243035.1_Prev_mica_F0438_V1_genomic,GCF_000243035,Prevotella micans,1,0,0.231,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000243035.1_Prev_mica_F0438_V1_genomic,GCF_000243035,Prevotella micans,1,0,0.457,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000243035.1_Prev_mica_F0438_V1_genomic,GCF_000243035,Prevotella micans,1,0,0.38,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000243035.1_Prev_mica_F0438_V1_genomic,GCF_000243035,Prevotella micans,1,0,0.449,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000243035.1_Prev_mica_F0438_V1_genomic,GCF_000243035,Prevotella micans,1,0,0.254,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.23,0.242152466,16.897,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,1.7,0.170588235,48.476,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.08,0.211538462,3.449,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.25,0.248888889,9.858,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.23,0.30941704,1.2,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.38,0.289915966,1.22,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.08,0.225961538,1.353,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.33,0.291845494,1.745,LD210118-0065_S20210207-0014_FM72.GRiD,FM72,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.37,0.324894515,4.615,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,1.91,0.256544503,4.955,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.3,0.243478261,4.698,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.78,0.374100719,0.242,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,1.66,0.180722892,8.765,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,3.21,0.380062305,0.835,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,1.78,0.168539326,3.227,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,1.91,0.209424084,2.163,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,1.87,0.171122995,4.89,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.34,0.252136752,1.684,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,1.89,0.248677249,6.031,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.41,0.352697095,1.508,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.46,0.260162602,11.401,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.47,0.299595142,4.157,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.16,0.259259259,5.262,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.44,0.266393443,0.965,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.35,0.29787234,2.285,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.32,0.24137931,1.647,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.52,0.30952381,1.968,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.7,0.303703704,0.256,LD210120-0019_S20210207-0034_FM594.GRiD,FM594,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.1,0.204761905,5.223,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,3.38,0.360946746,3.139,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.81,0.348754448,4.036,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.5,0.26,3.037,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.56,0.3125,1.1,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.46,0.264227642,1.386,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.19,0.260273973,2.759,LD210120-0026_S20210207-0041_FHC659.GRiD,FHC659,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,1.79,0.240223464,1.156,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.4,0.258333333,8.39,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.48,0.290322581,1.98,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,2.41,0.2406639,3.958,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000259525.1_SspSK140v1.0_genomic,GCF_000259525,Streptococcus sp SK140,3.55,0.371830986,1.164,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_000269805.1_ASM26980v1_genomic,GCF_000269805,Actinomyces massiliensis,1.16,0.068965517,5.483,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_000269805.1_ASM26980v1_genomic,GCF_000269805,Actinomyces massiliensis,1.38,0.188405797,0.377,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000269805.1_ASM26980v1_genomic,GCF_000269805,Actinomyces massiliensis,2.54,0.437007874,0.298,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000269805.1_ASM26980v1_genomic,GCF_000269805,Actinomyces massiliensis,1.05,0.047619048,2.112,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000269805.1_ASM26980v1_genomic,GCF_000269805,Actinomyces massiliensis,1.38,0.217391304,0.302,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000275805.1_Scar_wigg_F0424_V1_genomic,GCF_000275805,Scardovia wiggsiae,1.41,0.290780142,0.274,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000275805.1_Scar_wigg_F0424_V1_genomic,GCF_000275805,Scardovia wiggsiae,1.17,0.145299145,0.332,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000277505.1_OspACB8v1.0_genomic,GCF_000277505,Oribacterium sp ACB8,1.33,0.15037594,3.662,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000277505.1_OspACB8v1.0_genomic,GCF_000277505,Oribacterium sp ACB8,1,0,0.475,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000277505.1_OspACB8v1.0_genomic,GCF_000277505,Oribacterium sp ACB8,1.42,0.225352113,0.412,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000277505.1_OspACB8v1.0_genomic,GCF_000277505,Oribacterium sp ACB8,2.96,0.483108108,0.599,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.88,0.106382979,54.569,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.44,0.076388889,85.333,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2.36,0.194915254,19.247,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.85,0.140540541,49.308,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2.83,0.208480565,2.581,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.93,0.155440415,1.479,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.7,0.135294118,1.409,LD210118-0065_S20210207-0014_FM72.GRiD,FM72,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2.03,0.18226601,3.925,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.28,0.0859375,7.899,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2.03,0.157635468,1.071,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.89,0.126984127,4.307,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2.84,0.221830986,0.252,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2.48,0.217741935,1.665,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.52,0.105263158,6.294,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.81,0.127071823,0.765,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,3.61,0.263157895,0.668,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2.23,0.192825112,3.572,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.74,0.120689655,3.787,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2.63,0.224334601,0.41,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2,0.17,6.728,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.3,0.069230769,15.196,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.41,0.070921986,16.281,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.39,0.064748201,23.458,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,2,0.16,5.854,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000278725.1_AspICM47v1.0_genomic,GCF_000278725,Actinomyces sp ICM47,1.72,0.122093023,4.325,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
